pl_name,sy_snum,pl_orbper,pl_rade,pl_tranmid,ttv_flag,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,ra,dec,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_kmag,sy_umag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_kepmag,target
K2-271 b,1.0,8.56232889439,6.92239107,2459504.354978,0.0,0.43214695,3.0961685,5545.3,1.02304,0.9704,125.22391666666668,16.090794444444445,9.73834,-34.5543,564.454,1.74335,14.488,12.154,15.6574,12.101,12.152,12.171,8.423,13.6582,13.64,1
K2-384 f,1.0,13.62757,1.78,2457392.5987,0.0,0.437,2.16,3623.0,0.257,0.33,20.49983333333333,0.7509694444444445,103.228,-59.6009,82.6603,12.0702,15.981799999999998,11.294,19.4931,11.19,11.04,10.91,9.11,15.0276,14.256,1
K2-95 b,1.0,10.1338,4.872,2457130.61946,0.0,0.44,2.80512,3411.0,0.414978,0.408283,129.36258333333333,18.97661944444444,-35.7678,-12.3856,179.854,5.53519,15.845799999999995,12.474,20.7051,12.331,12.225,11.282,7.435,16.0836,15.498,1
EPIC 211814733.01,1.0,14.71,11.75,2457145.892,0.0,0.4414,2.382,5167.0,2.19732,0.8784000000000001,132.66741666666667,17.52488333333333,-3.7762,-17.142,478.688,2.06121,12.734,10.138,15.4395,9.999,10.051,9.971,8.809,11.9845,11.971,2
K2-271 b,1.0,8.562,4.148000000000001,2457141.15,0.0,0.4581,2.97504,5545.28,1.02304,0.98,125.22391666666668,16.090794444444445,9.73834,-34.5543,564.454,1.74335,14.488,12.154,15.6574,12.101,12.152,12.171,8.423,13.6582,13.64,1
K2-124 b,1.0,6.414008,2.9,2458097.81383,0.0,0.4614,1.6776,3620.0,0.394,0.5189322,133.64104166666667,23.13295,-30.2741,12.4322,140.385,7.09527,18.427,11.975,20.0203,11.846,11.704,11.448,8.916,15.4618,15.105,1
EPIC 246851721 b,2.0,6.180235,11.780659,2457865.11032,0.0,0.464,4.10808,6202.0,1.586,1.317,78.91983333333333,16.2787,2.71745,-12.9828,372.632,2.66391,12.067,9.893,15.2612,9.813,9.816,9.754,8.609,11.2549,11.257,1
K2-124 b,1.0,6.414,3.688,2457142.181,0.0,0.4643,1.52112,3471.0,0.4094,0.402051,133.64104166666667,23.13295,-30.2741,12.4322,140.385,7.09527,18.427,11.975,20.0203,11.846,11.704,11.448,8.916,15.4618,15.105,1
EPIC 210659688.01,1.0,2.357651,1.95,2457062.6638,0.0,0.469,0.8352,4830.812,0.267,0.9996368,55.58075000000001,17.800294444444447,57.2901,-76.7557,165.303,6.02358,19.555,12.694,20.9674,12.537,12.346,11.992,8.826,16.4023,16.499,0
EPIC 211920811.01,1.0,9.49259,17.581558,2458097.47004,0.0,0.4713,10.86,4645.01,7.25626,0.8628,130.80716666666666,19.036897222222223,-7.16517,-3.97374,1514.47,0.627045,13.902,10.227,16.2624,10.145,10.25,10.155,8.041,12.5,12.482,2
EPIC 211817229.01,1.0,2.176955,1.25,2457140.69416,0.0,0.48,0.54,4693.854,0.169,0.4174319999999999,126.972875,17.558305555555556,-10.7659,-376.319,42.8914,23.2865,12.9262,11.699,20.4168,9.7798,9.7998,9.7342,8.475,15.4853,15.682,0
EPIC 211649214.01,1.0,3.78795,8.3554,2458098.41821,0.0,0.4851,1.6512,5126.0,4.182,1.3952,133.10404166666666,15.223561111111112,-1.7351,-1.42461,2881.5,0.303219,15.882,12.643,17.3362,12.627,12.702,12.306,8.317,14.7178,14.726,0
EPIC 211407755.01,1.0,36.109,8.0,2457160.2353,0.0,0.49,3.192,4735.854,0.504,0.6771352,132.30362499999998,11.758933333333331,-87.2951,-101.883,307.603,3.22236,15.639,12.202,16.9634,12.107,12.134,12.167,8.522,14.4015,14.573,0
EPIC 220606084.01,1.0,11.1837028,12.32,2457451.25079,0.0,0.4902,8.16,5342.6,1.698,1.1464,15.681750000000005,9.159961111111112,3.57721,-0.550093,727.107,1.3463,13.848,11.461,15.0509,11.409,11.451,12.007,8.368,13.0047,13.004,0
V1298 Tau b,3.0,24.13861,10.22,2457067.04914,1.0,0.5,6.42,4970.0,1.314,1.099,61.33166666666666,20.157030555555554,5.22793,-16.0768,108.199,9.21392,11.114,8.094,14.9719,8.044,8.071,8.023,7.611,10.0702,10.514,1
TRAPPIST-1 e,1.0,6.101013,0.92,2458450.1635596,1.0,0.5012,0.9293,2566.0,0.1192,0.0898,346.626375,-5.043461111111111,901.0,-492.0,115.87622000000002,19.390552000000003,13.2688,10.296,23.3056,10.8816,10.8036,10.2742,8.4734,15.6451,12.917,1
EPIC 201231940.01,1.0,0.57303573,3.35,2456810.511,0.0,0.51,0.32,3570.0,0.43,0.7545422,174.12070833333334,-3.482827777777778,32.503,-70.9232,1138.64,0.824115,19.686,15.155,21.7969,15.178,15.01,12.474,8.686,18.0887,18.108,0
TRAPPIST-1 e,1.0,6.099615,0.918,2457660.37859,1.0,0.519,0.9535,2559.0,0.117,0.0802,346.626375,-5.043461111111111,901.0,-492.0,182.47492,9.636006,14.004600000000002,10.296,23.3056,11.224,11.154000000000002,10.629,8.4488,15.6451,12.917,1
K2-271 b,1.0,8.56394776,4.192,2457149.70957,0.0,0.524,3.51,5545.28,1.02304,0.98,125.22391666666668,16.090794444444445,9.73834,-34.5543,564.454,1.74335,14.488,12.154,15.6574,12.101,12.152,12.171,8.423,13.6582,13.64,1
K2-95 b,1.0,10.134231,1.76,2457150.876813,0.0,0.5276,3.4098,4057.0,0.226,0.5826068,129.36258333333333,18.97661944444444,-35.7678,-12.3856,179.854,5.53519,13.963,12.474,20.7051,12.331,12.225,11.282,7.435,16.0836,15.498,1
EPIC 228888935.01,1.0,5.69046,18.81,2457584.6711,0.0,0.533,3.3,5549.0,1.80891,0.98,186.44816666666665,-3.4693666666666667,-23.3158,-12.3474,1233.28,0.781185,15.03,12.402,15.912,12.388,12.407,12.3,8.862001,14.1048,14.103,0
EPIC 201291843.01,1.0,40.70206194,4.7598,2456823.294921,0.0,0.536,1.621,3759.0,0.572892,0.565387,178.42033333333333,-2.571775,-118.042,1.39187,118.959,8.3775,15.892,10.591,17.924,10.404,10.423,10.156,8.838,13.6506,13.679,0
EPIC 246851721 b,2.0,6.18026138745,13.70374653,2459175.327301,0.0,0.53838458,4.1830206,6513.0,1.73931,1.004,78.91983333333333,16.2787,2.71745,-12.9828,372.632,2.66391,12.067,9.893,15.2612,9.813,9.816,9.754,8.609,11.2549,11.257,1
K2-271 b,1.0,8.56222,6.89,2457141.15021,0.0,0.5513,3.2568,5652.911999999999,0.928,1.0066,125.22391666666668,16.090794444444445,9.73834,-34.5543,564.454,1.74335,14.488,12.154,15.6574,12.101,12.152,12.171,8.423,13.6582,13.64,1
EPIC 212114260.01,1.0,20.016917,2.7584,2458098.54619,0.0,0.552,2.4144,5790.0,0.97,0.7928,135.732,22.30336666666667,-11.2061,-13.6901,312.174,3.1753,13.173,10.846,15.3676,10.807,10.857,10.908,8.68,12.3154,12.311,0
EPIC 220201207.01,1.0,0.4378443,41.0,2457392.4498,0.0,0.553,2.2248,5788.2,1.3,1.0210954,18.64495833333333,0.0387111111111111,3.12695,-3.4802,324.77,2.995314,13.226,10.822,15.372,10.764,10.8,10.884,8.629,12.371,12.35,0
K2-124 b,1.0,6.41362,2.36,2457142.18149,0.0,0.553,1.6488,3593.1400000000003,0.299,0.4296846,133.64104166666667,23.13295,-30.2741,12.4322,140.385,7.09527,18.427,11.975,20.0203,11.846,11.704,11.448,8.916,15.4618,15.105,1
EPIC 211744153.01,1.0,4.612166,8.3554,2458098.9499,0.0,0.5543,1.5936,5444.37,2.82645,1.3952000000000002,130.74575,16.52602222222222,8.93329,0.130701,2652.55,0.328173,15.87,13.161,16.5869,13.119,13.183,12.148,8.505,14.8914,14.861,2
K2-320 b,1.0,1.995,2.62,2457908.602,0.0,0.557,3.49568,3157.0,0.3,0.117,163.25191666666666,5.306477777777777,-58.4369,-36.3627,108.74,9.16867,19.667,12.508,21.259,12.343,12.179,11.773,8.918,16.3554,15.798,1
EPIC 206175552.01,1.0,6.57986525,15.746758,2456984.214802,0.0,0.561,1.225,5874.0,1.68281,1.06,339.51154166666663,-10.205194444444444,-6.13545,-23.0626,857.095,1.13812,14.243,11.816,15.2251,11.766,11.804,11.648,8.403,13.3866,13.303,0
EPIC 211733267.01,1.0,8.658,5.466,2457144.931,0.0,0.5656,1.098,5127.0,0.901716,0.864,130.00937499999998,16.372344444444444,-18.6907,-15.9227,213.5,4.65631,13.214,10.287,15.3064,10.209,10.248,10.115,8.325,12.1965,12.15,0
EPIC 211611139.01,1.0,1.882213,6.883737999999999,2458096.60257,0.0,0.5678,0.9648,6590.0,1.568,1.338,134.13495833333334,14.690044444444444,-4.45062,-2.00485,594.041,1.65511,13.195,11.163,14.9697,11.015,11.035,11.16,8.825,12.5013,12.474,0
EPIC 248775938.01,1.0,1.754,5.06,2457907.851,0.0,0.568,1.59872,4663.0,0.608,0.625,160.75008333333332,10.099202777777778,24.4099,-43.7783,303.067,3.2725,17.244,12.202,19.1634,12.147,12.134,11.913,8.879,15.2205,15.223,0
EPIC 212040382.01,1.0,4.4455436,15.8181,2460277.666516,0.0,0.5839,4.152,6355.8,2.11,0.9084,136.1699166666667,20.931447222222225,-16.0066,-1.14387,923.354,1.05341,13.111,11.286,15.0719,11.252,11.29,11.216,8.669,12.5066,12.521,0
EPIC 211733267.01,1.0,8.657975,3.1180000000000003,2458097.32036,0.0,0.6106,0.984,5370.0,0.891,0.9032,130.00937499999998,16.372344444444444,-18.6907,-15.9227,213.5,4.65631,13.214,10.287,15.3064,10.209,10.248,10.115,8.325,12.1965,12.15,0
K2-28 b,1.0,2.26026548696,2.72623736,2459448.654225,0.0,0.61296788,1.0103493,3236.0,0.341024,0.93504,335.62333333333333,-7.956352777777778,-254.655,-194.551,62.9969,15.8456,17.776,10.746,19.2974,9.246199999999998,9.1988,8.836599999999999,7.895399999999999,14.6799,14.854,1
K2-19 b,1.0,7.9177855286,6.59307857,2459554.042178,1.0,0.61503984,3.150639,5322.0,0.840476,0.9856,174.96025,0.6035972222222222,-18.7878,4.4152,289.827,3.42298,13.798,11.161,15.8639,11.105,11.152,10.922,8.978,12.8153,12.806,1
K2-34 b,1.0,2.996,11.157155999999995,2457141.351,0.0,0.6237,1.97112,6135.47,1.4022,1.162,127.57870833333332,22.235919444444445,-14.1957,1.04552,348.646,2.84026,12.019,10.193,15.2228,10.174,10.207,10.159,8.342,11.4357,11.441,1
EPIC 211393988.01,1.0,4.8740385,14.3194,2460282.322925,0.0,0.641,4.125,6504.4,1.8,0.4133999999999999,133.81795833333334,11.548866666666669,0.158806,-3.10846,1425.02,0.670911,14.318,12.639,15.3272,12.632,12.631,12.083,8.71,13.7229,13.862,0
K2-28 b,1.0,2.2604439,1.6,2456980.25,0.0,0.642,0.99,2997.0,0.18,0.400471,335.62333333333333,-7.956352777777778,-254.655,-194.551,62.9969,15.8456,17.776,10.746,19.2974,10.7572,10.6482,10.2614,8.5740004,14.6799,14.854,1
TRAPPIST-1 f,1.0,9.20754,1.045,2457884.1660240004,1.0,0.6465,1.048,2566.0,0.1192,0.0898,346.626375,-5.043461111111111,901.0,-492.0,115.87622000000002,19.390552000000003,13.2688,10.296,23.3056,10.8816,10.8036,10.2742,8.4734,15.6451,12.917,1
K2-332 b,1.0,17.703,3.322,2457156.427,0.0,0.6508,1.872,3266.0,0.289676,0.264883,135.88325,14.2505,-15.4171,-10.728,123.202,8.08949,19.768,12.638,21.2486,12.436,12.292,12.137,8.759,16.4791,15.768,1
EPIC 202126884.01,1.0,5.31937553733,19.66846395,2459550.580295,0.0,0.6537084,6.6913995,6350.0,2.36934,1.017,96.67920833333334,25.20500277777778,3.66394,5.77788,835.907,1.17164,12.287,10.884,14.6302,10.857,10.885,10.988,8.891,12.179,12.3,0
K2-25 b,1.0,3.4843,5.376,2457062.58461,0.0,0.66,3.765600000000001,3204.0,0.290216,0.265494,63.27391666666667,15.247702777777777,122.148,-18.3371,44.9565,22.2153,17.76,10.444,19.7432,10.275,10.086,9.936,8.301,14.3817,14.528,1
K2-28 b,1.0,2.2604455,2.56,2457931.89779,0.0,0.664,0.9816,3214.0,0.288,0.257,335.62333333333333,-7.956352777777778,-254.655,-194.551,62.9969,15.8456,17.776,10.746,19.2974,12.444,12.2306,11.4922,8.5268,14.6799,14.854,1
K2-19 b,1.0,7.9194979,7.46,2456813.383,1.0,0.665,3.31,5368.0,0.84,0.9194326,174.96025,0.6035972222222222,-18.7878,4.4152,289.827,3.42298,13.798,11.161,15.8639,11.105,11.152,10.922,8.978,12.8153,12.806,1
K2-19 b,1.0,7.91952314,4.668000000000001,2456829.222276,1.0,0.667,3.415,5322.0,0.840476,0.92,174.96025,0.6035972222222222,-18.7878,4.4152,289.827,3.42298,13.798,11.161,15.8639,11.105,11.152,10.922,8.978,12.8153,12.806,1
K2-19 b,1.0,7.919454,6.67,2456813.38374,1.0,0.6673,3.2616,5347.0,0.823,0.8890326,174.96025,0.6035972222222222,-18.7878,4.4152,289.827,3.42298,13.798,11.161,15.8639,11.105,11.152,10.922,8.978,12.8153,12.806,1
EPIC 201247497.01,1.0,2.7541129,4.87,2456810.901,0.0,0.671,1.24,3834.0,0.55,0.7683422,177.94645833333334,-3.2460194444444443,-20.9618,10.9812,793.131,1.23644,18.876,13.748,20.5699,13.734,13.669,12.497,8.804,16.7664,16.77,0
TRAPPIST-1 c,1.0,2.421848,1.049,2457362.72618,1.0,0.672,0.6963,2550.0,0.117,0.08,346.626375,-5.043461111111111,901.0,-492.0,153.55532,10.042934,13.366400000000002,10.296,23.3056,11.2128,11.145600000000002,10.6282,8.565999999999999,15.6451,12.917,1
TRAPPIST-1 f,1.0,9.20669,1.045,2457671.39767,1.0,0.673,1.043,2559.0,0.117,0.0802,346.626375,-5.043461111111111,901.0,-492.0,182.47492,9.636006,14.004600000000002,10.296,23.3056,11.224,11.154000000000002,10.629,8.4488,15.6451,12.917,1
K2-28 b,1.0,2.260404,1.52,2456977.99055,0.0,0.675,0.984,3289.35,0.184,0.3464046,335.62333333333333,-7.956352777777778,-254.655,-194.551,62.9969,15.8456,17.776,10.746,19.2974,8.769,8.668,8.552,8.587,14.6799,14.854,1
K2-332 b,1.0,17.7037,1.76,2457156.4255,0.0,0.677,2.016,3436.54,0.205,0.3526612,135.88325,14.2505,-15.4171,-10.728,123.202,8.08949,19.768,12.638,21.2486,12.436,12.292,12.137,8.759,16.4791,15.768,1
TRAPPIST-1 c,1.0,2.4218233,1.056,2457282.80728,1.0,0.687,0.7062,2559.0,0.117,0.0802,346.626375,-5.043461111111111,901.0,-492.0,179.56928,9.695062,13.3664,10.296,23.3056,11.3168,11.252199999999998,10.7296,8.6086,15.6451,12.917,1
EPIC 211432922.01,1.0,5.81861,3.4,2457141.9226,0.0,0.689,3.888,5602.342000000001,0.38,1.0398,132.87191666666666,12.13949722222222,-10.3577,-2.98126,684.542,1.43892,20.433,14.772,22.04,14.674,14.923,11.965,8.9,17.9078,18.17,0
K2-95 b,1.0,10.13446,1.92,2457140.7404,0.0,0.705,2.856,3465.4,0.226,0.425962,129.36258333333333,18.97661944444444,-35.7678,-12.3856,179.854,5.53519,16.0838,12.474,20.7051,12.331,12.225,11.282,7.435,16.0836,15.498,1
TRAPPIST-1 c,1.0,2.421937,1.097,2458878.1119124,1.0,0.7123,0.7005,2566.0,0.1192,0.0898,346.626375,-5.043461111111111,901.0,-492.0,115.87622000000002,19.390552000000003,13.2688,10.296,23.3056,10.8816,10.8036,10.2742,8.4734,15.6451,12.917,1
EPIC 202126884.01,1.0,5.319075,20.0,2456773.95146,0.0,0.7124,6.756,5835.0,2.28,1.0792,96.67920833333334,25.20500277777778,3.66394,5.77788,835.907,1.17164,12.287,10.884,14.6302,10.857,10.885,10.988,8.891,12.179,12.3,0
EPIC 211606790.01,1.0,37.24703,35.0,2457150.08888,0.0,0.7202,4.9296,5685.8,1.696,1.0066,137.14441666666667,14.630783333333332,-0.663338,-23.5765,431.458,2.28957,12.997,10.398,15.3364,10.326,10.374,10.327,8.546,12.0575,12.673,0
TRAPPIST-1 b,1.0,1.51087081,1.086,2457322.51736,1.0,0.7266,0.6067,2559.0,0.117,0.0802,346.626375,-5.043461111111111,901.0,-492.0,145.60153999999997,12.286194,13.366400000000002,10.296,23.3056,11.2128,11.145600000000002,10.6282,8.565999999999999,15.6451,12.917,1
TRAPPIST-1 c,1.0,4.658106999999999,1.0094,2457512.88019,1.0,0.729,0.6963,2566.0,0.114827,0.090778,346.626375,-5.043461111111111,901.0,-492.0,202.72512,21.69882,13.2114,10.296,23.3056,11.272,11.2036,10.7052,8.4428,15.6451,12.917,1
K2-34 b,1.0,2.99529334,11.157155999999995,2457144.348573,0.0,0.731,2.475,6135.47,1.4022,1.162,127.57870833333332,22.235919444444445,-14.1957,1.04552,348.646,2.84026,12.019,10.193,15.2228,10.174,10.207,10.159,8.342,11.4357,11.441,1
EPIC 211804579.01,1.0,1.52317871,1.824,2457142.727474,0.0,0.734,4.004,5735.72,0.950472,1.024,129.06758333333332,17.381586111111112,-32.8981,-11.0648,195.689,5.08173,12.142,9.861,14.7,9.82,9.858,9.711,8.136,11.3102,11.222,2
TRAPPIST-1 b,1.0,1.510826,1.116,2458878.1119124,1.0,0.7378,0.601,2566.0,0.1192,0.0898,346.626375,-5.043461111111111,901.0,-492.0,115.87622000000002,19.390552000000003,13.2688,10.296,23.3056,10.8816,10.8036,10.2742,8.4734,15.6451,12.917,1
EPIC 211719484.01,1.0,0.36091387,14.984,2457142.517639,0.0,0.739,1.692,6175.0,1.92205,1.18,123.481875,16.178069444444446,-7.77841,-2.57653,807.271,1.21065,13.184,11.222,15.1644,11.193,11.2,11.118,8.453,12.5713,12.56,0
EPIC 201247497.01,1.0,2.75421,8.4,2456810.8999,0.0,0.746,1.32,4828.4,0.89,1.0792,177.94645833333334,-3.2460194444444443,-20.9618,10.9812,793.131,1.23644,18.876,13.748,20.5699,13.734,13.669,12.497,8.804,16.7664,16.77,0
K2-34 b,1.0,2.9956372,13.7,2457141.35125,0.0,0.7493,2.4768,6111.494000000001,1.4,1.072587,127.57870833333332,22.235919444444445,-14.1957,1.04552,348.646,2.84026,12.019,10.193,15.2228,10.174,10.207,10.159,8.342,11.4357,11.441,1
TRAPPIST-1 b,1.0,1.510848,1.113,2457322.51765,1.0,0.754,0.602,2550.0,0.117,0.08,346.626375,-5.043461111111111,901.0,-492.0,145.60153999999997,12.286194,13.366400000000002,10.296,23.3056,11.2128,11.145600000000002,10.6282,8.565999999999999,15.6451,12.917,1
TRAPPIST-1 g,1.0,12.352446,1.129,2457743.104672,1.0,0.7555,1.137,2566.0,0.1192,0.0898,346.626375,-5.043461111111111,901.0,-492.0,115.87622000000002,19.390552000000003,13.2688,10.296,23.3056,10.8816,10.8036,10.2742,8.4734,15.6451,12.917,1
EPIC 211843564.01,1.0,0.4520313,5.3,2457140.07707,0.0,0.756,0.7272,5037.432,0.569,0.8432000000000001,123.15216666666666,17.930122222222224,-15.7952,-28.9333,379.43,2.6159,18.779,12.775,20.0796,12.707,12.669,12.317,9.044,16.0491,16.042,0
K2-34 b,1.0,2.9956366,13.1937,2460256.812967,0.0,0.7778,2.287,6135.5,1.4,0.9084,127.57870833333332,22.235919444444445,-14.1957,1.04552,348.646,2.84026,12.019,10.193,15.2228,10.174,10.207,10.159,8.342,11.4357,11.441,1
EPIC 211578235.01,1.0,11.00357542,11.755999999999998,2457147.986947,0.0,0.78,1.503,5506.87,1.0551,0.97,135.061375,14.23753611111111,-12.2831,-3.63215,763.08,1.28152,15.328,12.5,16.4698,12.517,12.57,12.027,8.879,14.3314,14.33,0
TRAPPIST-1 g,1.0,12.35294,1.127,2457665.34937,1.0,0.782,1.14,2559.0,0.117,0.0802,346.626375,-5.043461111111111,901.0,-492.0,182.47492,9.636006,14.004600000000002,10.296,23.3056,11.224,11.154000000000002,10.629,8.4488,15.6451,12.917,1
EPIC 211919842.01,1.0,9.510911,2.3593400000000004,2458097.32358,0.0,0.7834,9.8088,3941.0,0.777317,0.61,131.40241666666668,19.02244444444444,-9.45154,-11.937,407.382,2.42792,17.685,12.511,19.6965,12.427,12.442,11.75,8.226,15.5892,15.625,2
EPIC 211733267.01,1.0,8.658143,19.1,2457144.93197,0.0,0.7969,1.6968,5124.348,0.9,0.8864000000000001,130.00937499999998,16.372344444444444,-18.6907,-15.9227,213.5,4.65631,13.214,10.287,15.3064,10.209,10.248,10.115,8.325,12.1965,12.15,0
EPIC 202065819.01,1.0,5.74372,4.533102778000001,2456776.25053,0.0,0.7985,4.2048,5008.2,1.1924068,0.22852,94.535375,24.833975,0.444557,-0.721613,6091.77,0.0926126,12.83,11.792,14.5136,11.805,11.837,12.129,8.975,12.4653,11.9,0
TRAPPIST-1 b,1.0,4.658106999999999,1.0094,2457512.88646,1.0,0.8015,0.602,2566.0,0.114827,0.090778,346.626375,-5.043461111111111,901.0,-492.0,202.72512,21.69882,13.2114,10.296,23.3056,11.272,11.2036,10.7052,8.4428,15.6451,12.917,1
K2-34 b,1.0,2.995653,13.8,2458096.957,0.0,0.8175,1.9512,6380.0,1.398,1.2626000000000002,127.57870833333332,22.235919444444445,-14.1957,1.04552,348.646,2.84026,12.019,10.193,15.2228,10.174,10.207,10.159,8.342,11.4357,11.441,1
K2-34 b,1.0,2.99561,11.99363,2457142.5497966,0.0,0.82,2.354824,6132.0,1.22,0.64,127.57870833333332,22.235919444444445,-14.1957,1.04552,348.646,2.84026,12.019,10.193,15.2228,10.174,10.207,10.159,8.342,11.4357,11.441,1
EPIC 210626797.01,1.0,43.36143,29.8,2457072.56623,0.0,0.828,6.84,5430.786,1.472,1.08,54.294916666666666,17.34275,-8.82226,-9.27388,647.062,1.51687,13.494,11.39,15.1057,11.335,11.336,11.584,8.435,12.7841,12.773,0
K2-113 b,1.0,5.817649,12.55,2457392.88665,0.0,0.8378,3.0744,5401.4,1.288,1.0688,19.449375,6.868847222222223,20.2673,-12.7021,635.722,1.54414,14.44,11.949,15.9897,11.894,11.956,11.98,9.114,13.5039,13.514,1
EPIC 211733267.01,1.0,8.65871336,5.466,2457144.929997,0.0,0.873,1.56,5127.0,0.901716,0.864,130.00937499999998,16.372344444444444,-18.6907,-15.9227,213.5,4.65631,13.214,10.287,15.3064,10.209,10.248,10.115,8.325,12.1965,12.15,0
EPIC 211920604.01,1.0,9.487929,12.193198,2458097.49219,0.0,0.8783,12.0744,6214.0,2.65019,1.2,130.96245833333336,19.03405833333333,1.45781,-1.20908,981.161,0.98933,12.892,10.972,14.8106,10.968,10.997,10.89,8.125,12.2618,12.258,2
EPIC 211453076.01,1.0,0.524461,1.2856,2458095.66075,0.0,0.88,1.7136,3112.0,0.200172,0.169168,130.36941666666667,12.446536111111111,-105.94,-44.033,52.773,18.9212,18.2296,11.742,20.0709,11.529,11.308,11.05,8.441,16.1204,16.341,2
EPIC 211830293.01,1.0,20.893526,6.490949907999999,2458114.64853,0.0,0.8821,7.7016,6020.0,1.765,1.082,136.13979166666667,17.747022222222224,-24.1467,-13.766,424.785,2.32597,12.904,10.208,15.348,10.152,10.231,10.224,8.596,11.9013,11.916,0
EPIC 201270176.01,1.0,1.5778643,7.55,2456810.434,0.0,0.891,3.02,4811.0,0.73,0.7760000000000001,170.1325416666667,-2.902633333333333,-14.9316,-10.7001,290.883,3.40971,13.318,10.401,14.8482,10.311,10.336,10.275,8.867,12.2983,12.452,0
EPIC 220400525.01,1.0,57.8396,9.8,2457401.6557,0.0,0.899,6.552,5467.0,0.729,0.9290954,17.17470833333333,4.725219444444445,29.9359,-5.70146,318.408,3.11251,15.065,11.654,16.8379,11.58,11.675,11.483,8.319,13.7627,13.753,0
K2-113 b,1.0,5.8176452,11.6459,2460231.88252,0.0,0.9178,2.577,5633.4,1.22,0.9608,19.449375,6.868847222222223,20.2673,-12.7021,635.722,1.54414,14.44,11.949,15.9897,11.894,11.956,11.98,9.114,13.5039,13.514,1
EPIC 202066192.01,1.0,3.2923818,19.6,2456774.826,0.0,0.924,1.76,7824.0,1.87,0.089,95.24745833333331,26.12538888888889,0.395207,-0.637371,4958.48,0.147759,14.984,14.341,15.5191,14.312,14.41,12.313,8.832,14.7765,14.8,0
EPIC 212219881.01,1.0,6.924808,8.5,2458097.18479,0.0,0.9578,2.8536,5300.0,0.795,0.97,131.77470833333334,24.93941111111112,-24.2638,-50.0211,767.471,1.27398,16.13,13.408,17.2215,13.254,13.338,11.8,8.799,15.1695,15.147,0
EPIC 208833261.01,1.0,3.47323985883,16.65896453,2459528.34243,0.0,1.03382193,4.3731099,7406.97,1.56373,1.1949999999999998,91.10829166666666,22.49945,1.42879,-5.97438,1490.49,0.642993,14.19,12.826,16.2147,12.78,12.802,12.487,8.53,14.269,12.990800000000002,0
K2-329 b,1.0,12.45636917022,8.7723254,2460812.205917,0.0,1.03526424,3.6674288,5278.0,0.843307,0.9156,351.135375,-5.164144444444445,14.1687,-12.389,233.237,4.25907,13.542,10.668,15.2923,10.615,10.682,10.553,9.089,12.4462,12.463,1
EPIC 211418290.01,1.0,5.032134,25.83,2457141.80767,0.0,1.048,8.5992,5111.8,2.516,0.8876,129.30220833333334,11.915741666666667,-0.670998,-4.37498,485.949,2.02939,12.175,9.755,15.2415,9.661,9.693,9.632,8.002,11.5115,11.504,0
EPIC 211372788.01,1.0,1.529084,48.0,2457140.33284,0.0,1.0527,2.1936,5369.296,1.654,1.1228426,131.26141666666666,11.203244444444444,3.71646,-7.41358,1158.05,0.833348,15.426,12.698,16.5018,12.596,12.586,12.384,8.877,14.3588,14.404,0
TRAPPIST-1 b,1.0,1.51094471179,1.20389172,2460209.808352,1.0,1.06934882,0.6401499,5780.0,0.114827,0.089,346.626375,-5.043461111111111,901.0,-492.0,559.9566,1.97008,14.237599999999995,10.296,23.3056,11.504,11.5488,11.5772,8.6392,15.6451,12.917,1
K2-121 b,1.0,5.186,4.246,2457143.561,0.0,1.0779,1.77792,4664.8,0.649127,0.74,126.93666666666664,17.579327777777777,-13.8705,-14.7119,169.398,5.87462,14.36,10.616,16.6768,10.549,10.612,10.533,8.299,12.9247,12.935,1
EPIC 211526186.01,1.0,0.682618,14.0564,2458095.6056,0.0,1.0943,1.1688,6120.16,2.77001,1.16,135.27429166666667,13.509275,-9.88008,8.07114,1262.45,0.75514,13.529,11.402,14.9534,11.357,11.366,11.127,8.863,12.8077,12.814,2
EPIC 212154158.01,1.0,1.023613,14.1126,2458096.35564,0.0,1.101,5.1024,6658.58,2.97485,1.4,136.54833333333332,23.123597222222223,-4.8689,-11.6325,1223.87,0.784081,12.118,11.044,15.2215,11.012,11.051,11.012,8.731,12.1703,12.3,2
EPIC 251294036.01,1.0,6.854931,3.7318,2458101.73159,0.0,1.1053,1.2624,5360.0,1.031,0.9102,139.32445833333335,15.979819444444445,-4.21398,-1.84743,414.845,2.38194,14.95,11.459,16.6266,11.408,11.461,11.285,8.659,13.6646,13.636,0
EPIC 211309648.01,1.0,3.1393667,15.9004,2460282.514849,0.0,1.1087,3.957,5653.4,1.52,0.9608,133.86658333333332,10.045311111111111,-3.72312,6.42724,910.734,1.06875,14.711,12.194,15.8496,12.172,12.224,12.246,8.785,13.7991,13.848,0
EPIC 211642882.01,1.0,23.897707,2.8589999999999995,2458100.90399,0.0,1.1511,1.4832,5020.0,0.728,0.8368,138.95291666666668,15.137683333333332,-24.1707,-9.67658,310.197,3.19501,15.086,11.668,16.776,11.595,11.642,11.786,8.799,13.8107,13.788,0
